Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-611105~Respiratory electron transport	12	2.0236087689713322	5.060147149169874E-4	SURF1, NDUFA13, NDUFS8, NDUFB7, NDUFA6, NDUFS7, NDUFA11, NDUFS6, NDUFS5, ETFB, COX5B, NDUFV1	357	103	10946	3.5721628457208126	0.4166932449252032	0.033713230381344286	0.03317558974674499
REACTOME_PATHWAY	R-HSA-9755511~KEAP1-NFE2L2 pathway	12	2.0236087689713322	7.003610614162953E-4	PSMD8, PSMB6, NQO1, G6PD, PSMC3, PSMC4, TALDO1, KEAP1, HMOX1, TKT, SQSTM1, DPP3	357	107	10946	3.438624047749941	0.5258093612395431	0.043916758321751216	0.043216397260334924
REACTOME_PATHWAY	R-HSA-163200~Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	13	2.1922428330522767	8.684227925581366E-4	NDUFA13, SURF1, NDUFB7, NDUFA6, NDUFA11, ETFB, COX5B, ATP5F1D, NDUFS8, NDUFS7, NDUFS6, NDUFS5, NDUFV1	357	127	10946	3.138534153819008	0.6035764608361363	0.051429927603720754	0.05060975052186029
REACTOME_PATHWAY	R-HSA-9759194~Nuclear events mediated by NFE2L2	10	1.6863406408094435	0.0010170688243591952	PSMD8, PSMB6, NQO1, G6PD, PSMC3, PSMC4, TALDO1, HMOX1, TKT, SQSTM1	357	79	10946	3.881147395667128	0.6616686388000448	0.05706291404036327	0.0561529050922524
REACTOME_PATHWAY	R-HSA-71291~Metabolism of amino acids and derivatives	25	4.215851602023609	0.0012543345439007636	GCDH, ODC1, SDSL, HSD17B10, TXN2, PSMD8, PSMB6, RPL36, RPLP2, ASL, RPL18, RPL17, GAMT, NQO1, PYCR1, PYCR3, FAH, GCAT, NMRAL1, GSTZ1, PSMC3, PSMC4, ETHE1, FAU, RPL28	357	376	10946	2.0386346027772815	0.7372900749637301	0.0668560311899107	0.06578984682759505
REACTOME_PATHWAY	R-HSA-166520~Signaling by NTRKs	13	2.1922428330522767	0.0013894286475593662	DUSP4, MAP2K2, SHC3, CLTA, PPP2R5D, MAPK12, MAPK11, LYL1, ID1, AP2S1, ID3, DNAL4, MAP2K5	357	134	10946	2.9745808771269706	0.7725376299136235	0.07053004468087068	0.06940526910903691
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	20	3.372681281618887	0.0014284613325773118	GADD45GIP1, PPP1R15A, INO80E, MCRS1, FZD9, SIRT2, MAPK12, BOP1, TFPT, COPS5, CCND1, KAT5, VPS72, PCBP4, RUVBL2, PES1, TADA3, ID3, CLIC1, NOP53	525	324	19333	2.273133450911229	0.9618552688927616	0.45995092874509486	0.4597495491790944
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	8	1.3490725126475547	0.0015380542089043759	NDUFA13, NDUFS8, NDUFB7, NDUFA6, NDUFS7, DMAC1, NDUFA11, NDUFS5	525	63	19333	4.676160241874528	0.9703163637226802	0.45995092874509486	0.4597495491790944
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	7	1.1804384485666104	0.0016110365280038348	NDUFS8, NDUFB7, NDUFA6, NDUFS7, NDUFS6, NDUFS5, NDUFV1	525	47	19333	5.4845390070921995	0.9748824115665257	0.45995092874509486	0.4597495491790944
REACTOME_PATHWAY	R-HSA-72172~mRNA Splicing	17	2.866779089376054	0.0017580506908082495	GPKOW, CCDC12, BUD31, YJU2, GTF2F1, PQBP1, LENG1, XAB2, ZMAT5, RBM42, POLR2F, POLR2G, SNRNP25, SNRPC, RBM10, POLR2L, SUGP1	357	215	10946	2.4243632336655594	0.8464872628855343	0.08518554710916336	0.0838270533935388
GOTERM_BP_DIRECT	GO:0051017~actin filament bundle assembly	6	1.0118043844856661	0.0027019828518614684	BAIAP2L2, DMTN, MICAL1, BAIAP2, RHOD, CORO1B	525	36	19333	6.1374603174603175	0.9979345082279553	0.6342179995381111	0.6339403209043378
GOTERM_BP_DIRECT	GO:0006098~pentose-phosphate shunt	4	0.6745362563237773	0.0027767863377325354	G6PD, TALDO1, PGLS, TKT	525	11	19333	13.390822510822511	0.9982598473123716	0.6342179995381111	0.6339403209043378
REACTOME_PATHWAY	R-HSA-446219~Synthesis of substrates in N-glycan biosythesis	8	1.3490725126475547	0.004196286532376936	DPM3, NAGK, AMDHD2, GMPPA, SRD5A3, NANS, RENBP, NUDT14	357	63	10946	3.8934684985105155	0.9886489856426505	0.1944887584136441	0.19138715532449593
GOTERM_BP_DIRECT	GO:0016192~vesicle-mediated transport	15	2.5295109612141653	0.004846519364654868	VPS18, RHOBTB3, CLTB, CLTA, MAPK8IP1, ARL4C, AP4M1, ARL4D, SCFD2, RAB35, AP2S1, IFT27, PLIN3, STX5, ZFPL1	525	234	19333	2.3605616605616606	0.9999849060969708	1.0	1.0
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	10	1.6863406408094435	0.005703524769841653	NQO1, NDUFS8, NDUFA6, GPX3, PNKP, STC2, ALDH3B1, NUDT1, HMOX1, TXN2	525	121	19333	3.0433687524596618	0.99999789219149	1.0	1.0
REACTOME_PATHWAY	R-HSA-167242~Abortive elongation of HIV-1 transcript in the absence of Tat	5	0.8431703204047217	0.005967671612564736	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	23	10946	6.665448788210936	0.9982957157174607	0.265064080791417	0.2608369800658503
REACTOME_PATHWAY	R-HSA-1430728~Metabolism	89	15.008431703204048	0.00662897901035737	NDUFA13, NDUFA11, CPNE7, NUDT1, MED19, ETFB, NADSYN1, DNPH1, TXN2, NUBP2, PSMD8, FLAD1, MPC1, MPC2, MED10, RPL36, FDXR, CYP1B1, RPLP2, PGLS, UPP1, ACAA1, PDK2, GAMT, G6PD, ACOT7, DCXR, ACOT11, TALDO1, NOSIP, PPP2R5D, GPCPD1, GCAT, APRT, NDUFS8, NDUFS7, ACOX2, DDAH2, NDUFS6, ETHE1, NDUFS5, BLVRB, PLIN3, ANGPTL4, TKT, RPL28, ABCG2, GCDH, SMARCD3, NDUFB7, GSTP1, ODC1, SDSL, COX5B, AGPAT2, HSD17B10, PLD2, PSMB6, NT5C, ALDH3B1, INPP5K, HMOX1, ASL, RPL18, NDUFV1, RPL17, IP6K2, NQO1, SURF1, NQO2, NDUFA6, FAHD1, UROS, SRD5A3, PYCR1, NR1D1, PYCR3, FAH, ATP5F1D, NMRAL1, GSTZ1, AKR1B10, PSMC3, PSMC4, CYP1A1, CRYL1, FAU, PLCD1, ADA	357	2118	10946	1.2884016685049846	0.9991610558448556	0.28265966500163825	0.27815195927459524
GOTERM_BP_DIRECT	GO:1904507~positive regulation of telomere maintenance in response to DNA damage	4	0.6745362563237773	0.00706411006441739	TFPT, INO80E, RUVBL2, MCRS1	525	15	19333	9.819936507936507	0.9999999077509691	1.0	1.0
GOTERM_BP_DIRECT	GO:0071280~cellular response to copper ion	5	0.8431703204047217	0.007401845105937071	MT2A, MT1L, HSF1, CYP1A1, MT1E	525	29	19333	6.349096880131363	0.9999999576001567	1.0	1.0
REACTOME_PATHWAY	R-HSA-72163~mRNA Splicing - Major Pathway	15	2.5295109612141653	0.007744519357450317	GPKOW, CCDC12, BUD31, YJU2, GTF2F1, PQBP1, LENG1, XAB2, RBM42, POLR2F, POLR2G, SNRPC, RBM10, POLR2L, SUGP1	357	207	10946	2.2218162627369793	0.9997464671195573	0.317525293655463	0.31246156946020703
GOTERM_BP_DIRECT	GO:0060382~regulation of DNA strand elongation	4	0.6745362563237773	0.008521426751300163	TFPT, INO80E, RUVBL2, MCRS1	525	16	19333	9.206190476190477	0.9999999967832579	1.0	1.0
GOTERM_BP_DIRECT	GO:0016075~rRNA catabolic process	4	0.6745362563237773	0.008521426751300163	TRIR, EXOSC5, EXOSC4, EXOSC9	525	16	19333	9.206190476190477	0.9999999967832579	1.0	1.0
GOTERM_BP_DIRECT	GO:0045995~regulation of embryonic development	6	1.0118043844856661	0.008623257464975843	TFPT, INO80E, SOX17, RUVBL2, MCRS1, TADA3	525	47	19333	4.701033434650456	0.999999997456162	1.0	1.0
REACTOME_PATHWAY	R-HSA-5696398~Nucleotide Excision Repair	10	1.6863406408094435	0.010110294905699667	TFPT, XAB2, INO80E, COPS5, GPS1, MCRS1, POLD2, POLR2F, POLR2G, POLR2L	357	111	10946	2.7622580563757033	0.999980049670016	0.39916942109169795	0.392803679854776
GOTERM_BP_DIRECT	GO:0019262~N-acetylneuraminate catabolic process	3	0.5059021922428331	0.010230531637403914	NAGK, AMDHD2, RENBP	525	6	19333	18.41238095238095	0.9999999999375818	1.0	1.0
REACTOME_PATHWAY	R-HSA-71336~Pentose phosphate pathway	4	0.6745362563237773	0.011602607222993321	G6PD, TALDO1, PGLS, TKT	357	15	10946	8.176283846872082	0.9999959992210085	0.4417278321325314	0.43468339203285694
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	5	0.8431703204047217	0.012999001652979014	PES1, CINP, RRS1, ZNF622, NOC2L	525	34	19333	5.415406162464986	0.9999999999998963	1.0	1.0
REACTOME_PATHWAY	R-HSA-446193~Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	8	1.3490725126475547	0.013268179560655432	DPM3, NAGK, AMDHD2, GMPPA, SRD5A3, NANS, RENBP, NUDT14	357	78	10946	3.1447245564892623	0.9999993361386514	0.48771997971236863	0.4799420813492257
GOTERM_BP_DIRECT	GO:1901800~positive regulation of proteasomal protein catabolic process	4	0.6745362563237773	0.01388541612078018	PSMC3, PSMC4, DDRGK1, RNF40	525	19	19333	7.752581453634084	0.9999999999999867	1.0	1.0
GOTERM_BP_DIRECT	GO:0033044~regulation of chromosome organization	4	0.6745362563237773	0.01388541612078018	TFPT, INO80E, RUVBL2, MCRS1	525	19	19333	7.752581453634084	0.9999999999999867	1.0	1.0
REACTOME_PATHWAY	R-HSA-429958~mRNA decay by 3' to 5' exoribonuclease	4	0.6745362563237773	0.013941415615014802	EXOSC5, EXOSC4, EXOSC9, DCPS	357	16	10946	7.665266106442576	0.9999996790813197	0.49538496818685923	0.48748483267168424
GOTERM_BP_DIRECT	GO:2000379~positive regulation of reactive oxygen species metabolic process	5	0.8431703204047217	0.014369338553775826	NQO2, PID1, DCXR, CYP1B1, DHRS4	525	35	19333	5.260680272108844	0.9999999999999957	1.0	1.0
GOTERM_BP_DIRECT	GO:0043687~post-translational protein modification	5	0.8431703204047217	0.014369338553775826	RPS6KA4, COPS5, FN3KRP, SIRT6, SIRT2	525	35	19333	5.260680272108844	0.9999999999999957	1.0	1.0
GOTERM_BP_DIRECT	GO:0006401~RNA catabolic process	5	0.8431703204047217	0.014369338553775826	EXOSC5, EXOSC4, EXOSC9, PABPC4, RNASET2	525	35	19333	5.260680272108844	0.9999999999999957	1.0	1.0
GOTERM_BP_DIRECT	GO:0042149~cellular response to glucose starvation	6	1.0118043844856661	0.01524867330062963	BRSK1, KAT5, PLIN3, PICK1, UPP1, ITFG2	525	54	19333	4.091640211640212	0.9999999999999994	1.0	1.0
GOTERM_BP_DIRECT	GO:0090503~RNA phosphodiester bond hydrolysis, exonucleolytic	5	0.8431703204047217	0.015827758016247896	TOE1, TRIR, EXOSC5, EXOSC4, DCPS	525	36	19333	5.114550264550265	0.9999999999999999	1.0	1.0
REACTOME_PATHWAY	R-HSA-450604~KSRP (KHSRP) binds and destabilizes mRNA	4	0.6745362563237773	0.016528013587963707	MAPK11, EXOSC5, EXOSC4, EXOSC9	357	17	10946	7.2143681001812485	0.9999999804330371	0.5425053890445227	0.5338538021648258
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	81	13.659359190556492	0.017075862627472706	OTUD5, UBXN1, MRPS12, KEAP1, ETFB, TPGS1, BABAM1, MRPL41, PSMD8, GMPPA, RPL36, RPLP2, NANS, NUDT14, H3-3B, RGS7, FBXW4, USP5, SSR4, MRPS18B, FN3KRP, NSMCE1, MRPS18A, COPZ2, ANK3, JOSD2, MRPS7, RENBP, RNF40, TUBA4A, ARFGAP2, MRPL52, DPM3, CDC34, EEF1D, HGS, RAB35, EEF1A2, TARS2, RPL28, SQSTM1, PFDN6, INO80E, USP11, GPS1, LYPD1, MRPL12, MRPL57, MRPL54, DPP3, PSMB6, TFPT, RAB40B, STC2, AMDHD2, STX5, DCAF11, RPL18, RPL17, SEC11C, GADD45GIP1, NTNG2, CBX4, MCRS1, SRD5A3, ADRM1, MRPL28, TBCB, FBXL16, TRAPPC9, MRPL23, MRPL24, NAGK, COPS5, PSMC3, PSMC4, TADA3, EIF3G, FAU, CCDC22, COPE	357	1970	10946	1.2606833596382714	0.9999999891906385	0.5425053890445227	0.5338538021648258
REACTOME_PATHWAY	R-HSA-167243~Tat-mediated HIV elongation arrest and recovery	5	0.8431703204047217	0.017303173759393782	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	31	10946	4.945332971898437	0.9999999915506284	0.5425053890445227	0.5338538021648258
REACTOME_PATHWAY	R-HSA-167238~Pausing and recovery of Tat-mediated HIV elongation	5	0.8431703204047217	0.017303173759393782	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	31	10946	4.945332971898437	0.9999999915506284	0.5425053890445227	0.5338538021648258
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	17	2.866779089376054	0.018022341811329078	VPS18, ASPSCR1, CLTB, COPZ2, CLTA, ARL4C, AP4M1, ARL4D, TBC1D2, SCFD2, AP2S1, TIMM17B, IFT27, PICK1, STX5, SNX9, EVI5L	525	329	19333	1.9027992473585178	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0070584~mitochondrion morphogenesis	4	0.6745362563237773	0.018312938023024732	FIS1, PID1, SLIRP, BCL2L1	525	21	19333	7.014240362811791	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0010801~negative regulation of peptidyl-threonine phosphorylation	4	0.6745362563237773	0.018312938023024732	DMTN, INPP5K, PPP2R5D, SIRT2	525	21	19333	7.014240362811791	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0034475~U4 snRNA 3'-end processing	3	0.5059021922428331	0.018422499324483976	EXOSC5, EXOSC4, EXOSC9	525	8	19333	13.809285714285714	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-167287~HIV elongation arrest and recovery	5	0.8431703204047217	0.021393922863555702	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	33	10946	4.64561582208641	0.9999999999005917	0.6001558361197469	0.5905848706281561
REACTOME_PATHWAY	R-HSA-167290~Pausing and recovery of HIV elongation	5	0.8431703204047217	0.021393922863555702	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	33	10946	4.64561582208641	0.9999999999005917	0.6001558361197469	0.5905848706281561
REACTOME_PATHWAY	R-HSA-113418~Formation of the Early Elongation Complex	5	0.8431703204047217	0.021393922863555702	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	33	10946	4.64561582208641	0.9999999999005917	0.6001558361197469	0.5905848706281561
REACTOME_PATHWAY	R-HSA-167158~Formation of the HIV-1 Early Elongation Complex	5	0.8431703204047217	0.021393922863555702	POLR2F, POLR2G, GTF2F1, NELFE, POLR2L	357	33	10946	4.64561582208641	0.9999999999005917	0.6001558361197469	0.5905848706281561
GOTERM_BP_DIRECT	GO:0006282~regulation of DNA repair	6	1.0118043844856661	0.02164400831911387	BABAM1, TFPT, INO80E, RUVBL2, MCRS1, TADA3	525	59	19333	3.7448910411622274	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-8851708~Signaling by FGFR2 IIIa TM	4	0.6745362563237773	0.02245310878977393	POLR2F, POLR2G, GTF2F1, POLR2L	357	19	10946	6.454960931741117	0.999999999968628	0.603217272416368	0.5935974847699532
GOTERM_BP_DIRECT	GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process	7	1.1804384485666104	0.022624463576546523	USP5, DDRGK1, KEAP1, HSPBP1, NOP53, SIRT2, NKD2	525	81	19333	3.1823868312757204	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-72165~mRNA Splicing - Minor Pathway	6	1.0118043844856661	0.022634794462152646	ZMAT5, POLR2F, POLR2G, SNRNP25, GTF2F1, POLR2L	357	50	10946	3.6793277310924366	0.9999999999742623	0.603217272416368	0.5935974847699532
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	21	3.541315345699832	0.023171682264341326	DGKG, BRSK1, SHC3, UNC13A, ACOT11, NSMCE1, DEF8, NRBP1, MAPK12, RPS6KA4, MAPK11, DNMBP, RAB40B, DEPTOR, HMOX1, MARK4, SQSTM1, SH2B2, PLCD1, STK32C, RGS7	525	453	19333	1.7071081677704194	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1901030~positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	3	0.5059021922428331	0.02326548883299259	ATP5IF1, SIVA1, ZNF205	525	9	19333	12.274920634920635	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0071028~nuclear mRNA surveillance	3	0.5059021922428331	0.02326548883299259	EXOSC5, EXOSC4, EXOSC9	525	9	19333	12.274920634920635	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	9	1.5177065767284992	0.023366280402881794	TSPYL2, NDUFA13, SOX17, SERTAD1, CCDC85B, OSGIN1, SH3BP4, MSX1, IP6K2	525	128	19333	2.589241071428572	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032956~regulation of actin cytoskeleton organization	7	1.1804384485666104	0.023872384093509152	DMTN, TWF2, RHOBTB3, BAIAP2, RHOD, CORO1A, RND1	525	82	19333	3.143577235772358	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA	17	2.866779089376054	0.024051867200714557	GPKOW, CCDC12, BUD31, YJU2, GTF2F1, PQBP1, LENG1, XAB2, ZMAT5, RBM42, POLR2F, POLR2G, SNRNP25, SNRPC, RBM10, POLR2L, SUGP1	357	285	10946	1.8289055973266497	0.9999999999945113	0.6061027783640242	0.5964369742062489
REACTOME_PATHWAY	R-HSA-450531~Regulation of mRNA stability by proteins that bind AU-rich elements	8	1.3490725126475547	0.02427126104230322	PSMD8, PSMB6, MAPK11, EXOSC5, EXOSC4, PSMC3, PSMC4, EXOSC9	357	88	10946	2.787369493251846	0.99999999999568	0.6061027783640242	0.5964369742062489
REACTOME_PATHWAY	R-HSA-350562~Regulation of ornithine decarboxylase (ODC)	6	1.0118043844856661	0.024448798752019735	PSMD8, PSMB6, NQO1, PSMC3, PSMC4, ODC1	357	51	10946	3.6071840500906247	0.9999999999964411	0.6061027783640242	0.5964369742062489
