Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	12	2.784222737819025	1.4301966123496489E-5	ITGB1, COL3A1, ITGA4, ITGB3, ITGA1, FN1, ADAM9, NEDD9, ADAM10, ITGAV, CD47, FERMT2	392	110	19333	5.380241187384044	0.03550982075210063	0.004015674266008403	0.003968001045596748
GOTERM_BP_DIRECT	GO:0006486~protein glycosylation	13	3.0162412993039442	2.106738128265584E-5	NUS1, ALG9, POGLUT1, EXT2, NPC1, B3GALT2, STT3A, GCNT2, MAN1A1, UGGT2, POGLUT3, UGGT1, B4GALT5	392	136	19333	4.714304471788716	0.05186549217173686	0.00532372725012713	0.005260525106279163
REACTOME_PATHWAY	R-HSA-428157~Sphingolipid metabolism	12	2.784222737819025	2.127382732892287E-5	GALC, UGCG, ASAH1, CERS6, GLB1, ARSJ, HEXA, PSAP, ESYT1, SGMS2, ARSB, SUMF1	287	90	10946	5.085249709639954	0.018338197562939085	0.0011580939752182386	0.0011075686353120469
GOTERM_BP_DIRECT	GO:0035633~maintenance of permeability of blood-brain barrier	7	1.6241299303944314	3.159797732345367E-5	ITGB1, IL6, LAMA2, CLDN12, LAMC1, CLDN1, JAM2	392	31	19333	11.136520737327189	0.07677374888733624	0.00725891715421522	0.0071727408524239825
REACTOME_PATHWAY	R-HSA-1442490~Collagen degradation	10	2.320185614849188	3.908100787833801E-5	COL3A1, COL11A1, COL4A4, CTSK, COL12A1, COL5A2, ADAM9, ADAM10, COL4A5, COL6A3	287	64	10946	5.95927700348432	0.033429598469218	0.001963752664529743	0.0018780780362264936
GOTERM_BP_DIRECT	GO:0016477~cell migration	18	4.176334106728538	4.0284700618974026E-5	PDGFRB, ITGB1, LAMB2, ITGB3, SDC2, NEDD9, LAMB1, LAMC1, ADAMTS12, CRKL, ATRN, FMNL1, SPATA13, FAT1, PIP5K1A, ADAM9, ITGAV, CD47	392	271	19333	3.275792604864824	0.09682755473461668	0.008183743181595843	0.008086587544299494
REACTOME_PATHWAY	R-HSA-2129379~Molecules associated with elastic fibres	8	1.8561484918793503	4.0582718669960245E-5	ITGB1, FBN2, ITGB3, MFAP3, FN1, ITGAV, FBLN5, FBN1	287	37	10946	8.246350880497221	0.03469163714606793	0.001963752664529743	0.0018780780362264936
GOTERM_BP_DIRECT	GO:0042060~wound healing	11	2.5522041763341066	4.524982459299864E-5	NOTCH2, PDGFRB, YAP1, MACF1, COL3A1, POSTN, ITGB3, TNC, MIA3, EGFR, TGFBR1	392	103	19333	5.267064592827422	0.10809365360774059	0.008183743181595843	0.008086587544299494
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	10	2.320185614849188	4.533929740496312E-5	ABCA1, MBTPS1, SQLE, APP, NPC1, SOAT1, INSIG2, ERLIN2, VLDLR, LDLR	392	83	19333	5.9420334398819765	0.10829537779048493	0.008183743181595843	0.008086587544299494
REACTOME_PATHWAY	R-HSA-1650814~Collagen biosynthesis and modifying enzymes	10	2.320185614849188	5.6659267391157116E-5	COL3A1, P4HA1, P4HA2, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3, PLOD2	287	67	10946	5.692443704820843	0.0480996834234918	0.002597380099878834	0.00248406156509652
REACTOME_PATHWAY	R-HSA-9619665~EGR2 and SOX10-mediated initiation of Schwann cell myelination	7	1.6241299303944314	7.003933770655633E-5	YAP1, LAMA2, NAB1, ADGRG6, LAMB1, HMGCR, LAMC1	287	28	10946	9.534843205574912	0.05911688225847889	0.0030502131571205284	0.0029171384154780713
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	11	2.5522041763341066	8.569441340315852E-5	CCL11, TRPA1, SV2A, CAV1, NPTN, ATP2A2, STC1, ATP13A3, ATP1B1, PKD2, RYR3	392	111	19333	4.887456333884905	0.19478403644736297	0.014436652177985438	0.01426526335117912
GOTERM_BP_DIRECT	GO:2001046~positive regulation of integrin-mediated signaling pathway	5	1.160092807424594	1.0193340449190314E-4	LAMA2, LAMB2, LAMB1, LAMC1, NID1	392	13	19333	18.968799058084773	0.22717355808274597	0.01517504398041869	0.0149948891250912
GOTERM_BP_DIRECT	GO:0018279~protein N-linked glycosylation via asparagine	6	1.3921113689095126	1.0208775135224286E-4	RPN2, MGAT5, STT3A, STT3B, UGGT2, UGGT1	392	24	19333	12.3297193877551	0.2274750782827869	0.01517504398041869	0.0149948891250912
REACTOME_PATHWAY	R-HSA-9006934~Signaling by Receptor Tyrosine Kinases	30	6.960556844547564	1.0737326587172747E-4	ITGB1, YAP1, CD274, NRP2, LAMA2, LAMA4, COL11A1, ITGB3, NAB1, ITPR2, LAMC1, THBS2, CBL, EGFR, THBS3, CRKL, FLRT2, ITGAV, PDGFRB, LAMB2, CAV1, FN1, VEGFC, ADAM10, LAMB1, COL3A1, COL4A4, COL5A2, COL4A5, COL6A3	287	524	10946	2.183551879139293	0.08918889909995376	0.004453434027346411	0.004259139546245189
REACTOME_PATHWAY	R-HSA-186797~Signaling by PDGF	9	2.088167053364269	1.2141148605257667E-4	PDGFRB, COL3A1, COL4A4, COL5A2, COL4A5, COL6A3, THBS2, THBS3, CRKL	287	58	10946	5.918178541391325	0.10024646720352359	0.00480679110689974	0.004597080358263472
REACTOME_PATHWAY	R-HSA-1566948~Elastic fibre formation	8	1.8561484918793503	1.2918666843490692E-4	ITGB1, FBN2, ITGB3, MFAP3, FN1, ITGAV, FBLN5, FBN1	287	44	10946	6.9344314222363	0.10631298658994515	0.004892242965513214	0.004678804122012064
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	13	3.0162412993039442	1.3885102379753588E-4	ERO1A, APP, POSTN, COL11A1, ADAMTS12, COL3A1, ABI3BP, COL4A4, COL5A2, COL4A5, CCN1, ATP7A, RECK	392	165	19333	3.885729746444033	0.2960442358687755	0.01879142682263311	0.01856833904871978
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	7	1.6241299303944314	1.4128892347844445E-4	ITGB1, ITGA4, ITGB3, ITGA1, ADAM9, ITGAV, FBN1	392	40	19333	8.63080357142857	0.3003699849549596	0.01879142682263311	0.01856833904871978
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	9	2.088167053364269	1.6231748347433306E-4	FBN2, ACVR1, YAP1, SCUBE3, IL6, CCN1, FERMT2, BMPR1A, DDR2	392	77	19333	5.764544129340048	0.3365965184161088	0.02050881403698198	0.020265337811770482
GOTERM_BP_DIRECT	GO:0051149~positive regulation of muscle cell differentiation	5	1.160092807424594	1.8845374059519562E-4	LAMA2, LAMB2, LAMB1, LAMC1, NID1	392	15	19333	16.439625850340136	0.3790197198768731	0.021646481931093607	0.021389499557554703
GOTERM_BP_DIRECT	GO:0006636~unsaturated fatty acid biosynthetic process	5	1.160092807424594	1.8845374059519562E-4	FADS2, ELOVL4, ELOVL5, SCD, FADS1	392	15	19333	16.439625850340136	0.3790197198768731	0.021646481931093607	0.021389499557554703
GOTERM_BP_DIRECT	GO:0046718~viral entry into host cell	10	2.320185614849188	2.256601578035564E-4	SCARB2, ITGB1, NPC1, TFRC, ITGB3, ITGAV, CD46, CLDN1, LDLR, EGFR	392	102	19333	4.835184073629453	0.4347760499842428	0.02479318342476465	0.02449884408849914
REACTOME_PATHWAY	R-HSA-202733~Cell surface interactions at the vascular wall	13	3.0162412993039442	2.4378928961670253E-4	ITGB1, SLC16A1, ITGA4, ITGB3, SDC2, CAV1, FN1, TNFRSF10B, ATP1B1, SLC7A6, ITGAV, CD47, JAM2	287	137	10946	3.6190645743787995	0.19113442658575075	0.008847519635672828	0.00846151992711305
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	9	2.088167053364269	3.2271125163538646E-4	ERN1, ERO1A, MBTPS1, DNAJC10, TMTC3, EIF2AK3, ATP2A2, TNFRSF10B, DNAJB9	392	85	19333	5.221998799519808	0.5577790825999528	0.0339788055367759	0.03357541647223167
GOTERM_BP_DIRECT	GO:0035987~endodermal cell differentiation	6	1.3921113689095126	3.632986916677145E-4	ITGA4, COL11A1, COL12A1, FN1, ITGAV, LAMB1	392	31	19333	9.545589203423305	0.6009170397108414	0.03672223175377258	0.03628627332377132
REACTOME_PATHWAY	R-HSA-446203~Asparagine N-linked glycosylation	20	4.640371229698376	3.926069345163116E-4	DYNC1H1, NUS1, SEC24A, ALG9, RPN2, EDEM1, SEL1L, MIA3, MANEA, LMAN1, GANAB, GLB1, MGAT5, STT3A, MAN1A1, TMED7, UGGT2, UGGT1, MARCHF6, B4GALT5	287	304	10946	2.509169264624977	0.28939254305101914	0.013678425598548297	0.013081663058083502
REACTOME_PATHWAY	R-HSA-75105~Fatty acyl-CoA biosynthesis	7	1.6241299303944314	4.121494814360166E-4	ELOVL4, ELOVL5, SCD, PPT1, ACSL3, HACD2, ACACA	287	38	10946	7.025673940949936	0.3013769561446369	0.013807007628106556	0.013204635309084686
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	8	1.8561484918793503	4.814795191862226E-4	POSTN, CTSK, CAV1, CLDN1, TGFBR1, CRKL, FBN1, DDR2	392	69	19333	5.71813073055309	0.7040229443232078	0.04679610557629171	0.04624055228492299
REACTOME_PATHWAY	R-HSA-901042~Calnexin/calreticulin cycle	6	1.3921113689095126	4.927102505646778E-4	GANAB, EDEM1, SEL1L, UGGT2, UGGT1, MARCHF6	287	26	10946	8.801393728222997	0.348686088954127	0.01589446771266053	0.015201023656310243
REACTOME_PATHWAY	R-HSA-1474290~Collagen formation	10	2.320185614849188	5.545032369294373E-4	COL3A1, P4HA1, P4HA2, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3, PLOD2	287	90	10946	4.237708091366628	0.3827934935790521	0.01724901140591214	0.01649647129865076
GOTERM_BP_DIRECT	GO:0007041~lysosomal transport	5	1.160092807424594	6.17450261340427E-4	NPC1, LRP1, PSAP, IGF2R, ARSB	392	20	19333	12.329719387755103	0.7901571480786569	0.0561461808714581	0.055479625499022904
GOTERM_BP_DIRECT	GO:0007165~signal transduction	44	10.208816705336426	6.221183476061839E-4	CD274, TENM2, CNTNAP1, PRKAA1, CCL11, FAM13A, NEDD9, STC1, ITPR2, VLDLR, CBL, EGFR, CRKL, SCUBE3, GNA14, LMBR1, RASSF3, GPNMB, OLFML3, CHN1, PIP5K1A, STX2, CCN1, MPZL1, PDGFRB, CD164, PRKCH, IGFBP5, MYOC, RYK, ERAP1, VEGFC, TNFRSF10B, TEX2, TGFBR1, IGF2R, MOB1A, EXT2, TRAF5, GNB4, PPP1R12B, LRP12, FBN1, DDR2	392	1268	19333	1.7113806090259447	0.7926204507136279	0.0561461808714581	0.055479625499022904
GOTERM_BP_DIRECT	GO:0009888~tissue development	6	1.3921113689095126	6.496114618368473E-4	ATRN, POSTN, LAMA2, LAMB2, LAMB1, LAMC1	392	35	19333	8.45466472303207	0.8065529424581365	0.056605798760748734	0.055933786903676126
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	14	3.248259860788863	8.179851876913638E-4	PDGFRB, NOTCH2, APP, CCL11, LRP1, ITGB3, HMGCR, EGFR, CRKL, GPNMB, NPTN, GCNT2, FERMT2, DDR2	392	229	19333	3.0151278852152212	0.8736516820772393	0.06742905535414857	0.06662855212477602
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	7	1.6241299303944314	8.271866703516446E-4	DNAJC3, TRAM1, KBTBD6, EDEM1, FAF2, DNAJB9, STT3B	392	55	19333	6.276948051948051	0.8765591588182478	0.06742905535414857	0.06662855212477602
REACTOME_PATHWAY	R-HSA-6798695~Neutrophil degranulation	26	6.0324825986078885	8.497123084977366E-4	ASAH1, FAF2, UBR4, PRCP, SLC2A3, GNS, LAMP2, PSAP, STOM, ITGAV, SLC15A4, ARSB, DYNC1H1, MGAM, MANBA, TMEM30A, MME, ATP6AP2, ADAM10, ATP11B, ANO6, IGF2R, DNAJC3, GLB1, ALDOC, CD47	287	482	10946	2.0573105671779897	0.5226779989412103	0.025520669679363055	0.024407253550986708
REACTOME_PATHWAY	R-HSA-8948216~Collagen chain trimerization	7	1.6241299303944314	9.243582759300158E-4	COL3A1, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3	287	44	10946	6.0676274944567625	0.5527169261135721	0.02683720194450146	0.025666348128323437
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	8	1.8561484918793503	0.0010096710470879722	SCARB2, LRP1, PPT1, VLDLR, PLA2R1, LDLR, EGFR, IGF2R	392	78	19333	5.058346415489272	0.9222096461256664	0.0797324604997283	0.07878589389308333
GOTERM_BP_DIRECT	GO:0071577~zinc II ion transmembrane transport	5	1.160092807424594	0.0010757104492838182	SLC30A6, SLC39A9, SLC11A2, SLC39A6, SLC39A14	392	23	19333	10.721495119787045	0.9341818542182907	0.08237334258606693	0.08139542399580892
REACTOME_PATHWAY	R-HSA-373760~L1CAM interactions	11	2.5522041763341066	0.00109749700733388	ITGB1, CNTNAP1, NRP2, ITGB3, ITGA1, SCN9A, ITGAV, LAMB1, LAMC1, SCN2A, EGFR	287	119	10946	3.525488244078119	0.6153212610869925	0.030836125593155145	0.02949080668093942
GOTERM_BP_DIRECT	GO:0045785~positive regulation of cell adhesion	7	1.6241299303944314	0.0012015488913132831	LAMA2, LAMB2, SAA1, ITGAV, LAMB1, LAMC1, NID1	392	59	19333	5.85139225181598	0.9521336210611704	0.08930335436319607	0.08824316416497846
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	9	2.088167053364269	0.0012398353636481254	ABCA1, NUS1, FABP3, SEC24A, NPC1, SOAT1, CAV1, HMGCR, LDLR	392	104	19333	4.2679797880690735	0.9565545181253902	0.08951611325539466	0.08845339722941055
REACTOME_PATHWAY	R-HSA-1630316~Glycosaminoglycan metabolism	11	2.5522041763341066	0.0015018714140156478	EXT2, VCAN, GLB1, GLCE, SDC2, HEXA, DSE, CHSY3, GNS, ARSB, B4GALT5	287	124	10946	3.3833314600427107	0.7295343855981613	0.04087906255023841	0.03909559024609483
GOTERM_BP_DIRECT	GO:0030513~positive regulation of BMP signaling pathway	6	1.3921113689095126	0.0015163420233090213	NOTCH2, SCUBE3, TWSG1, CCN1, SULF1, NEO1	392	42	19333	7.045553935860058	0.9784250397140568	0.10643878591394158	0.10517516756118407
REACTOME_PATHWAY	R-HSA-109582~Hemostasis	30	6.960556844547564	0.0016944445271732057	ITGB1, APP, ITGB3, SDC2, ATP2A2, ITPR2, PRCP, GNA14, LAMP2, PSAP, KCNMB4, ITGAV, JAM2, PRKCH, SLC16A1, ITGA4, CAV1, RARRES2, ITGA1, FN1, VEGFC, TNFRSF10B, ATP1B1, SLC7A6, TMX3, CD109, GNB4, CALU, CD47, RCOR1	287	621	10946	1.8424817788550556	0.7713166762443031	0.04472306615660188	0.04277188761016001
REACTOME_PATHWAY	R-HSA-901032~ER Quality Control Compartment (ERQC)	5	1.160092807424594	0.001922236191728179	EDEM1, SEL1L, UGGT2, UGGT1, MARCHF6	287	21	10946	9.080803052928488	0.812495956984575	0.04924316832338953	0.047094786697340386
REACTOME_PATHWAY	R-HSA-532668~N-glycan trimming in the ER and Calnexin/Calreticulin cycle	6	1.3921113689095126	0.0020071187958601586	GANAB, EDEM1, SEL1L, UGGT2, UGGT1, MARCHF6	287	35	10946	6.538178198108512	0.8258691253870516	0.049948584891262804	0.04776942734147178
GOTERM_BP_DIRECT	GO:0006825~copper ion transport	4	0.9280742459396751	0.0020190375517677326	ATP7B, HEPH, SLC11A2, ATP7A	392	13	19333	15.175039246467817	0.9939596093322666	0.1378948079274881	0.13625775045308183
REACTOME_PATHWAY	R-HSA-425407~SLC-mediated transmembrane transport	16	3.7122969837587005	0.0021915249025058654	SLC36A1, SLC38A1, SLC16A1, SLC35B4, SLC35A3, SLC33A1, SLC11A2, SLC2A3, SLC39A14, SLC7A2, SLC7A6, SLC9A6, HEPH, SLC39A6, SLC12A6, SLC15A4	287	248	10946	2.4606046982128804	0.8517297908698109	0.053022727502294684	0.05070945121631627
GOTERM_BP_DIRECT	GO:0015917~aminophospholipid transport	3	0.6960556844547563	0.0023828408724364115	SCARB2, TMEM30A, ATP11B	392	4	19333	36.98915816326531	0.9975969344667989	0.15845891801702136	0.15657772785457158
REACTOME_PATHWAY	R-HSA-9675108~Nervous system development	28	6.496519721577726	0.0024089991606314337	ITGB1, YAP1, CNTNAP1, NRP2, LAMA2, ARHGEF28, ITGB3, SDC2, NAB1, LAMC1, VLDLR, HMGCR, EGFR, ROBO1, ADGRG6, SCN9A, ITGAV, NEO1, TRPC4, ITGA1, ADAM10, LAMB1, COL3A1, COL4A4, COL5A2, COL4A5, COL6A3, SCN2A	287	578	10946	1.8475820744366613	0.8773423032885754	0.056709142402972396	0.05423503515691849
GOTERM_BP_DIRECT	GO:0034113~heterotypic cell-cell adhesion	5	1.160092807424594	0.0026225057965793565	ITGB1, ITGA4, ITGB3, ITGAV, CD47	392	29	19333	8.503254750175932	0.9986908838821527	0.16992492687066754	0.16790761471945265
REACTOME_PATHWAY	R-HSA-199992~trans-Golgi Network Vesicle Budding	8	1.8561484918793503	0.002667529017931741	TBC1D8B, TGOLN2, APP, TFRC, SORT1, CPD, GNS, IGF2R	287	72	10946	4.237708091366628	0.9021041475532428	0.061142573016277534	0.05847504399834579
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	7	1.6241299303944314	0.002904442891373284	PDGFRB, IL6, ITGB3, CDH13, HMGCR, SKP2, EGFR	392	70	19333	4.931887755102041	0.999359406301396	0.1834881796625072	0.18130984749397724
REACTOME_PATHWAY	R-HSA-1655829~Regulation of cholesterol biosynthesis by SREBP (SREBF)	7	1.6241299303944314	0.002987946075738325	MBTPS1, SQLE, SEC24A, INSIG2, SCD, HMGCR, ACACA	287	55	10946	4.8541019955654106	0.925978851919006	0.06673079569148925	0.06381946361769293
