Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-8948216~Collagen chain trimerization	7	2.5179856115107913	3.5600820151276345E-5	COL3A1, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3	158	44	10946	11.02157652474108	0.02346644792804531	0.0018293344508502	0.0017745639583097747
REACTOME_PATHWAY	R-HSA-1474290~Collagen formation	9	3.237410071942446	4.2906273988487394E-5	COL3A1, P4HA1, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3, PLOD2	158	90	10946	6.927848101265823	0.02821345128441166	0.002047242216022113	0.001985947538895702
GOTERM_BP_DIRECT	GO:0071711~basement membrane organization	5	1.7985611510791366	6.180986614086352E-5	ITGB1, COL3A1, HMCN1, NID1, NID2	241	18	19333	22.28331028123559	0.10241457782103236	0.015425976592584082	0.015275866917670555
GOTERM_BP_DIRECT	GO:0034446~substrate adhesion-dependent cell spreading	7	2.5179856115107913	8.11245512113394E-5	NTNG2, ITGA4, ITGB3, FN1, ITGAV, LAMC1, BVES	241	58	19333	9.681714122192016	0.13221515354155877	0.01771557387077624	0.017543184199452146
GOTERM_BP_DIRECT	GO:0031589~cell-substrate adhesion	5	1.7985611510791366	1.1740430574882542E-4	ITGB1, ITGB3, ITGAV, SMAD6, CORO1A	241	21	19333	19.09998024105908	0.18554391948030902	0.02278948023813311	0.022567716549496443
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	6	2.158273381294964	1.3052249441084952E-4	ITGB1, ITGA4, ITGB3, ITGA1, ITGAV, FBN1	241	40	19333	12.032987551867219	0.20400964583637882	0.02280227977357541	0.022580391533076966
REACTOME_PATHWAY	R-HSA-6806834~Signaling by MET	8	2.877697841726619	1.333084300663467E-4	ITGB1, COL3A1, LAMA2, COL11A1, LAMA4, COL5A2, FN1, LAMC1	158	79	10946	7.015542381028681	0.08508366043424653	0.005936668752287972	0.005758924178866177
REACTOME_PATHWAY	R-HSA-8957275~Post-translational protein phosphorylation	9	3.237410071942446	1.5676053024643499E-4	APP, IL6, VCAN, IGFBP5, STC2, TNC, FN1, LAMC1, FBN1	158	108	10946	5.773206751054852	0.0992859757414819	0.006544752137788661	0.006348801474980617
REACTOME_PATHWAY	R-HSA-2129379~Molecules associated with elastic fibres	6	2.158273381294964	1.7136000216479256E-4	ITGB1, FBN2, ITGB3, FN1, ITGAV, FBN1	158	37	10946	11.234348272322956	0.1080158499304199	0.0067334400850636135	0.006531840082516799
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	10	3.597122302158273	2.2533522970304867E-4	APP, COL3A1, POSTN, MMP24, ABI3BP, COL11A1, COL4A4, COL5A2, COL4A5, ADAMTS12	241	165	19333	4.861813152269584	0.3255989844123417	0.03578733148102055	0.03543908612602493
REACTOME_PATHWAY	R-HSA-2022090~Assembly of collagen fibrils and other multimeric structures	7	2.5179856115107913	2.29133885202898E-4	COL3A1, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3	158	61	10946	7.949989624403403	0.1417413891264977	0.008503413073085327	0.008248819867304328
REACTOME_PATHWAY	R-HSA-1442490~Collagen degradation	7	2.5179856115107913	2.986544695555672E-4	COL3A1, COL11A1, COL4A4, COL12A1, COL5A2, COL4A5, COL6A3	158	64	10946	7.577333860759493	0.18064045246089666	0.01021461819949777	0.009908791307297238
REACTOME_PATHWAY	R-HSA-373760~L1CAM interactions	9	3.237410071942446	3.058268922005321E-4	ITGB1, CNTNAP1, NRP2, ITGB3, ITGA1, SCN9A, ITGAV, LAMC1, SCN2A	158	119	10946	5.239548984150622	0.18455209151562335	0.01021461819949777	0.009908791307297238
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	12	4.316546762589928	3.3746124539819363E-4	PDGFRB, TGFBR3L, NRP2, SOX17, FAP, ID1, ERAP1, FN1, CYP1B1, HMOX1, ITGAV, ANGPTL4	241	253	19333	3.804897249602283	0.44566263226773295	0.049128732975887025	0.048650662878239576
REACTOME_PATHWAY	R-HSA-1566948~Elastic fibre formation	6	2.158273381294964	3.938194583315415E-4	ITGB1, FBN2, ITGB3, FN1, ITGAV, FBN1	158	44	10946	9.447065592635212	0.23104998843936353	0.012527209436450939	0.012152143285658995
REACTOME_PATHWAY	R-HSA-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	9	3.237410071942446	4.2666611608345803E-4	APP, IL6, VCAN, IGFBP5, STC2, TNC, FN1, LAMC1, FBN1	158	125	10946	4.988050632911393	0.2477202591299711	0.01295513479744318	0.012567256510094582
GOTERM_BP_DIRECT	GO:0071280~cellular response to copper ion	5	1.7985611510791366	4.309864924211689E-4	APP, MT2A, MT1L, CYP1A1, MT1E	241	29	19333	13.831020174560022	0.5292964460959267	0.05381205662153409	0.053288413254295355
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	8	2.877697841726619	4.478482640602794E-4	ITGB1, COL3A1, ITGA4, ITGB3, ITGA1, FN1, NEDD9, ITGAV	241	110	19333	5.8341757827235	0.5429735966726905	0.05381205662153409	0.053288413254295355
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	12	4.316546762589928	4.829775757540643E-4	PDGFRB, ITGB1, CD274, TCAF2, CCL11, MYOC, GCNT2, NEDD9, CDH13, ITGAV, CLDN1, CORO1A	241	264	19333	3.6463598642021875	0.5702057803272154	0.05381205662153409	0.053288413254295355
GOTERM_BP_DIRECT	GO:2001046~positive regulation of integrin-mediated signaling pathway	4	1.4388489208633095	4.928408162246969E-4	DMTN, LAMA2, LAMC1, NID1	241	13	19333	24.683051388445577	0.577555881232733	0.05381205662153409	0.053288413254295355
GOTERM_BP_DIRECT	GO:0032956~regulation of actin cytoskeleton organization	7	2.5179856115107913	5.480342844312663E-4	PDGFRB, DMTN, LRP1, ITGB3, NEDD9, CORO1A, RND1	241	82	19333	6.848041696184597	0.6164274600573338	0.0543484350885076	0.053819572239907354
GOTERM_BP_DIRECT	GO:0035987~endodermal cell differentiation	5	1.7985611510791366	5.599724279296719E-4	ITGA4, COL11A1, COL12A1, FN1, ITGAV	241	31	19333	12.938696292330343	0.624353210147891	0.0543484350885076	0.053819572239907354
GOTERM_BP_DIRECT	GO:0016477~cell migration	12	4.316546762589928	5.980744060784984E-4	PDGFRB, ITGB1, NTNG2, TGFBR3L, ITGB3, FAT1, NEDD9, ITGAV, LAMC1, ADAMTS12, CORO1A, RND1	241	271	19333	3.552173447045673	0.6485707296130723	0.05499136775890193	0.054456248553463274
GOTERM_BP_DIRECT	GO:0045785~positive regulation of cell adhesion	6	2.158273381294964	8.202071548451415E-4	LAMA2, SAA1, ITGAV, LAMC1, NID1, TGM2	241	59	19333	8.157957662282861	0.7617203757000117	0.0716450949757231	0.07094791889410473
REACTOME_PATHWAY	R-HSA-9675108~Nervous system development	19	6.83453237410072	0.001564041211586273	ITGB1, CNTNAP1, NRP2, LAMA2, TRPC4, ITGB3, ITGA1, LAMC1, RND1, COL3A1, COL4A4, COL5A2, SCN9A, COL4A5, COL6A3, ITGAV, SCN2A, NEO1, RPL17	158	578	10946	2.2773203101046824	0.6479676329559609	0.04542519692781002	0.04406516109164804
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	4	1.4388489208633095	0.0015804077018230606	MT2A, IGFBP5, MT1L, MT1E	241	19	19333	16.888403581568028	0.9370073953045648	0.12549873886749485	0.12427751473426796
GOTERM_BP_DIRECT	GO:2000406~positive regulation of T cell migration	4	1.4388489208633095	0.0015804077018230606	APP, ITGA4, ITGB3, CORO1A	241	19	19333	16.888403581568028	0.9370073953045648	0.12549873886749485	0.12427751473426796
GOTERM_BP_DIRECT	GO:0030513~positive regulation of BMP signaling pathway	5	1.7985611510791366	0.0017904865914237492	NOTCH2, SCUBE3, MSX1, SULF1, NEO1	241	42	19333	9.54999012052954	0.9563946668841171	0.13410894252252656	0.13280393277846073
GOTERM_BP_DIRECT	GO:0043277~apoptotic cell clearance	4	1.4388489208633095	0.0018423666975046578	LRP1, ITGB3, ITGAV, TGM2	241	20	19333	16.043983402489626	0.9601816440157938	0.13410894252252656	0.13280393277846073
REACTOME_PATHWAY	R-HSA-422475~Axon guidance	18	6.474820143884892	0.0024217112948196765	ITGB1, CNTNAP1, NRP2, TRPC4, ITGB3, ITGA1, LAMC1, RND1, COL3A1, COL4A4, COL5A2, SCN9A, COL4A5, COL6A3, ITGAV, SCN2A, NEO1, RPL17	158	553	10946	2.2549957653306474	0.801554439274885	0.06740429770581433	0.06538620496013127
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	9	3.237410071942446	0.00274841762947325	TENM2, ITGA4, ITGA1, FAT1, ICAM3, ITGAV, NEO1, JAM2, TJP2	241	191	19333	3.7799960895917972	0.9918590480512345	0.1920594239475907	0.1901904999595489
REACTOME_PATHWAY	R-HSA-419037~NCAM1 interactions	5	1.7985611510791366	0.0029840848732514526	COL3A1, COL4A4, COL5A2, COL4A5, COL6A3	158	42	10946	8.247438215792647	0.8637631372109265	0.07973474781327881	0.07734747991467766
GOTERM_BP_DIRECT	GO:0014911~positive regulation of smooth muscle cell migration	4	1.4388489208633095	0.0031536203920052358	PDGFRB, POSTN, ITGB3, CYP1B1	241	24	19333	13.369986168741354	0.9959991121269812	0.2045370288230396	0.20254668566906608
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	8	2.877697841726619	0.003161133244546118	CCL11, DMTN, PALMD, CDC42EP5, FN1, BVES, CORO1A, RND1	241	154	19333	4.167268416231072	0.9960514744015182	0.2045370288230396	0.20254668566906608
REACTOME_PATHWAY	R-HSA-162582~Signal Transduction	53	19.06474820143885	0.004310078863077796	DGKG, ITGB1, APP, VIPR1, NRP2, TFRC, HHIP, ITGB3, LAMC1, RND1, LYL1, BAIAP2L2, SOX17, EFHD2, ITGAV, ATP6V1E2, PDGFRB, DUSP4, PDE4C, SIRT6, CYBA, GREM2, CDC42EP5, COL4A4, COL4A5, COL6A3, CAMK2B, NOTCH2, CD274, CCL11, LAMA2, COL11A1, LAMA4, THBS2, THBS3, GNA14, SH2B2, POLR2L, FZD9, FN1, SMAD6, MPP7, DRAP1, COL3A1, IL6, SCD, CPD, COL5A2, ID1, SAA1, ID3, FBN1, TJP2	158	2591	10946	1.4171206073604345	0.9439233524112746	0.11073587232830645	0.10742042704901585
GOTERM_BP_DIRECT	GO:0001656~metanephros development	4	1.4388489208633095	0.005439788306208045	SOX17, ID3, GDF6, FBN1	241	29	19333	11.064816139648018	0.999927701482155	0.32770035072225706	0.3245115093013765
GOTERM_BP_DIRECT	GO:0034113~heterotypic cell-cell adhesion	4	1.4388489208633095	0.005439788306208045	ITGB1, ITGA4, ITGB3, ITGAV	241	29	19333	11.064816139648018	0.999927701482155	0.32770035072225706	0.3245115093013765
GOTERM_BP_DIRECT	GO:0007507~heart development	9	3.237410071942446	0.006180430423893604	COL3A1, SOX17, OSR1, HEG1, HSPB7, FN1, ID3, BVES, FBN1	241	219	19333	3.296708918319786	0.9999803398218986	0.33697744277027153	0.33369832626935875
GOTERM_BP_DIRECT	GO:0090527~actin filament reorganization	3	1.079136690647482	0.006467127365756649	DMTN, NEDD9, HMCN1	241	10	19333	24.065975103734438	0.9999881270867365	0.33697744277027153	0.33369832626935875
GOTERM_BP_DIRECT	GO:0010888~negative regulation of lipid storage	3	1.079136690647482	0.006467127365756649	IL6, ITGB3, ITGAV	241	10	19333	24.065975103734438	0.9999881270867365	0.33697744277027153	0.33369832626935875
GOTERM_BP_DIRECT	GO:0032836~glomerular basement membrane development	3	1.079136690647482	0.006467127365756649	COL4A4, NID1, SULF1	241	10	19333	24.065975103734438	0.9999881270867365	0.33697744277027153	0.33369832626935875
GOTERM_BP_DIRECT	GO:0071320~cellular response to cAMP	5	1.7985611510791366	0.006558233001825548	APP, DMTN, IGFBP5, CYP1B1, STC1	241	60	19333	6.684993084370678	0.9999898855712168	0.33697744277027153	0.33369832626935875
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	8	2.877697841726619	0.008012837012311296	POSTN, TFRC, CYP1A1, HMOX1, PLOD2, CYBA, PLEKHN1, ANGPTL4	241	183	19333	3.5068816180305196	0.9999992191293573	0.3940734268885073	0.3902387112290313
REACTOME_PATHWAY	R-HSA-9006936~Signaling by TGFB family members	7	2.5179856115107913	0.008171696724030796	ITGB1, DRAP1, GREM2, ITGB3, ITGAV, SMAD6, FBN1	158	122	10946	3.9749948122017016	0.9958010206330271	0.20217383006120637	0.1961207213767391
GOTERM_BP_DIRECT	GO:0030168~platelet activation	5	1.7985611510791366	0.008223579894264928	DGKG, COL3A1, IL6, ITGB3, SAA1	241	64	19333	6.267181016597511	0.9999994613769929	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0007517~muscle organ development	6	2.158273381294964	0.008535567490190063	ITGB1, LAMA2, ID3, COL6A3, MSX1, BVES	241	101	19333	4.765539624501869	0.9999996892299902	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0046718~viral entry into host cell	6	2.158273381294964	0.008887061598868977	ITGB1, TFRC, ITGB3, ITGAV, CLDN1, LDLR	241	102	19333	4.718818647791067	0.9999998327914155	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0007611~learning or memory	5	1.7985611510791366	0.009151171525210416	APP, CCL11, MME, FZD9, NEDD9	241	66	19333	6.077266440336979	0.9999998950613189	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0009888~tissue development	4	1.4388489208633095	0.009227033185126767	NTNG2, POSTN, LAMA2, LAMC1	241	35	19333	9.167990515708357	0.9999999082066205	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0042060~wound healing	6	2.158273381294964	0.009248431884618661	NOTCH2, PDGFRB, COL3A1, POSTN, ITGB3, TNC	241	103	19333	4.673004874511541	0.9999999116075561	0.3940734268885073	0.3902387112290313
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	7	2.5179856115107913	0.009873747138091724	POSTN, CCL11, CYP1B1, CYBA, ADAMTS12, CLDN1, GFER	241	146	19333	3.8461604047064175	0.9999999706825252	0.410700863101101	0.4067043464023496
GOTERM_BP_DIRECT	GO:0097242~beta-amyloid clearance	3	1.079136690647482	0.010938375337092387	LRP1, MME, LDLR	241	13	19333	18.512288541334183	0.9999999955288552	0.4350029515613783	0.4307699520327329
GOTERM_BP_DIRECT	GO:0007568~aging	8	2.877697841726619	0.01113663408379426	PDGFRB, IGFBP5, LRP1, MME, TFRC, CYP1A1, CLDN1, FADS1	241	195	19333	3.2910735184594104	0.9999999968505735	0.4350029515613783	0.4307699520327329
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	5	1.7985611510791366	0.011204998752296521	ITGB1, LRP1, ICAM3, LDLR, CORO1A	241	70	19333	5.729994072317724	0.9999999972090866	0.4350029515613783	0.4307699520327329
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	5	1.7985611510791366	0.01176103391147618	CAVIN3, ID1, ID3, SIRT6, CIART	241	71	19333	5.649289930454093	0.9999999989559275	0.44666361398584536	0.4423171449316042
REACTOME_PATHWAY	R-HSA-375165~NCAM signaling for neurite out-growth	5	1.7985611510791366	0.0126005277515876	COL3A1, COL4A4, COL5A2, COL4A5, COL6A3	158	63	10946	5.4982921438617645	0.9997877937668553	0.30061259064501844	0.2916122136795987
GOTERM_BP_DIRECT	GO:0071276~cellular response to cadmium ion	4	1.4388489208633095	0.014234384452720109	MT2A, MT1L, HMOX1, MT1E	241	41	19333	7.826333367068111	0.9999999999869272	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0010952~positive regulation of peptidase activity	3	1.079136690647482	0.01448678277613286	APP, NDUFA13, FN1	241	15	19333	16.043983402489626	0.9999999999916446	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0051149~positive regulation of muscle cell differentiation	3	1.079136690647482	0.01448678277613286	LAMA2, LAMC1, NID1	241	15	19333	16.043983402489626	0.9999999999916446	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	8	2.877697841726619	0.015047434238282276	LRP1, CPNE7, ALDH3B1, ANGPTL4, SDSL, LDLR, FADS1, TM6SF2	241	207	19333	3.1002866478240825	0.9999999999969099	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0097421~liver regeneration	4	1.4388489208633095	0.015191607364879801	IL6, HMOX1, CLDN1, GFER	241	42	19333	7.639992096423631	0.9999999999976076	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	4	1.4388489208633095	0.015191607364879801	IL6, TFRC, SAA1, FN1	241	42	19333	7.639992096423631	0.9999999999976076	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0001938~positive regulation of endothelial cell proliferation	5	1.7985611510791366	0.015469220817671632	NRP2, CCL11, ITGB3, CDH13, CYBA	241	77	19333	5.2090855202888395	0.9999999999985385	0.509900542801365	0.504938717256074
GOTERM_BP_DIRECT	GO:0010273~detoxification of copper ion	3	1.079136690647482	0.016422209761737243	MT2A, MT1L, MT1E	241	16	19333	15.041234439834025	0.9999999999997311	0.5312888972917587	0.5261189423667673
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	7	2.5179856115107913	0.01673586088149366	ITGB1, CCL11, ITGB3, ERAP1, CYP1B1, HMOX1, ANGPTL4	241	164	19333	3.4240208480922987	0.999999999999846	0.5315917992721714	0.5264188968178914
GOTERM_BP_DIRECT	GO:1900026~positive regulation of substrate adhesion-dependent cell spreading	4	1.4388489208633095	0.017212713783174308	DMTN, MYOC, ITGB3, NEDD9	241	44	19333	7.292719728404376	0.999999999999934	0.5369751960572414	0.531749907944492
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	6	2.158273381294964	0.017582413741442753	APP, NDUFS8, STC2, ALDH3B1, HMOX1, PTGS1	241	121	19333	3.977847124584205	0.9999999999999658	0.5388855580052717	0.5336416802227362
GOTERM_BP_DIRECT	GO:0010763~positive regulation of fibroblast migration	3	1.079136690647482	0.01846122956653326	ITGB1, DMTN, ITGB3	241	17	19333	14.156455943373198	0.9999999999999929	0.5560649664264414	0.5506539163810783
REACTOME_PATHWAY	R-HSA-189483~Heme degradation	3	1.079136690647482	0.018990959259168036	BLVRB, HMOX1, ABCG2	158	15	10946	13.855696202531645	0.999997208115139	0.42498884649097957	0.41226462953017184
REACTOME_PATHWAY	R-HSA-6785807~Interleukin-4 and Interleukin-13 signaling	6	2.158273381294964	0.019483236359936384	ITGB1, IL6, CCL11, SAA1, FN1, HMOX1	158	108	10946	3.8488045007032348	0.999998002437396	0.42498884649097957	0.41226462953017184
REACTOME_PATHWAY	R-HSA-199992~trans-Golgi Network Vesicle Budding	5	1.7985611510791366	0.019722536289252048	APP, TFRC, CPD, GNS, IGF2R	158	72	10946	4.8110056258790435	0.9999983025565813	0.42498884649097957	0.41226462953017184
GOTERM_BP_DIRECT	GO:0045995~regulation of embryonic development	4	1.4388489208633095	0.0205125094352324	TFPT, SOX17, LAMA2, LAMA4	241	47	19333	6.82722697978282	0.9999999999999998	0.6019031367188276	0.5960460369339277
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	7	2.5179856115107913	0.020672116887881883	ITGB1, CLSTN2, FAT1, VSTM2L, CDH13, HMCN1, CDH15	241	172	19333	3.2647640644600986	0.9999999999999999	0.6019031367188276	0.5960460369339277
GOTERM_BP_DIRECT	GO:0001503~ossification	5	1.7985611510791366	0.02144965705009872	COL11A1, COL5A2, LRRC17, FZD9, STC1	241	85	19333	4.718818647791067	1.0	0.6143041125659421	0.608326339289685
GOTERM_BP_DIRECT	GO:0051279~regulation of release of sequestered calcium ion into cytosol	3	1.079136690647482	0.022838710397608635	ITGB3, CYBA, CORO1A	241	19	19333	12.666302686176019	1.0	0.6333210645178141	0.6271582379025863
GOTERM_BP_DIRECT	GO:2000573~positive regulation of DNA biosynthetic process	3	1.079136690647482	0.022838710397608635	PDGFRB, CYP1B1, GFER	241	19	19333	12.666302686176019	1.0	0.6333210645178141	0.6271582379025863
GOTERM_BP_DIRECT	GO:0050748~negative regulation of lipoprotein metabolic process	2	0.7194244604316548	0.02467454088018957	ITGB3, ITGAV	241	2	19333	80.21991701244814	1.0	0.6441383830403556	0.6378702934515256
GOTERM_BP_DIRECT	GO:0010710~regulation of collagen catabolic process	2	0.7194244604316548	0.02467454088018957	ITGB1, FAP	241	2	19333	80.21991701244814	1.0	0.6441383830403556	0.6378702934515256
GOTERM_BP_DIRECT	GO:0003017~lymph circulation	2	0.7194244604316548	0.02467454088018957	HEG1, SVEP1	241	2	19333	80.21991701244814	1.0	0.6441383830403556	0.6378702934515256
